OID,Cid,Comment,DescName,MaxStack
511101,511101,,이즈나 왕가 상선기,1
511102,511102,,이니스테르 왕가 상선기,1
511103,511103,,초승달 왕좌 상선기,1
511104,511104,,노르예트 상선기,1
520101,520101,,이즈나식 철갑 충각,1
520102,520102,,에노아식 철갑 충각,1
520103,520103,,초승달 왕좌식 철갑 충각,1
520104,520104,,이니스테르식 철갑 충각,1
520201,520201,,이즈나식 철갑포,1
520202,520202,,에노아식 철갑포,1
520203,520203,,초승달 왕좌식 철갑포,1
520204,520204,,이니스테르식 철갑포,1
520301,520301,,태초의 요람 적송 돛대,1
520302,520302,,청동 바위산 적송 돛대,1
520303,520303,,에노아식 적송 돛대,1
520304,520304,,황금 평원 적송 돛대,1
520401,520401,,이즈나식 사각돛,1
520402,520402,,노르예트식 사각돛,1
520403,520403,,에노아식 사각돛,1
520404,520404,,이니스테르식 사각돛,1
520501,520501,,하얀 숲 적송 타륜,1
520502,520502,,에노아식 적송 타륜,1
520503,520503,,청동 바위산 적송 타륜,1
520504,520504,,마리아노플 적송 타륜,1
520601,520601,,청동 고래상,1
520602,520602,,에노아식 공작상,1
520603,520603,,청동 늑대상,1
520604,520604,,청동 눈사자상,1
520701,520701,,이즈나식 강철 상자,1
520702,520702,,노르예트식 강철 상자,1
520703,520703,,에노아식 강철 상자,1
520704,520704,,이니스테르식 강철 상자,1
520801,520801,,이즈나식 사분의,1
520802,520802,,노르예트식 사분의,1
520803,520803,,초승달 왕좌식 사분의,1
520804,520804,,이니스테르식 사분의,1
520901,520901,,이즈나식 유리등,1
520902,520902,,노르예트식 유리등,1
520903,520903,,초승달 왕좌식 유리등,1
520904,520904,,이니스테르식 유리등,1
521001,521001,,솔즈리드 참나무통,1
521002,521002,,릴리엇 참나무통,1
521003,521003,,그위오니드 참나무통,1
521004,521004,,이니스 참나무통,1
521101,521101,,이즈나 왕가 군함기,1
521102,521102,,이니스테르 왕가 군함기,1
521103,521103,,초승달 왕좌 군함기,1
521104,521104,,노르예트 군함기,1
530101,530101,,견고한 아키움 충각,1
530102,530102,,검게 변색된 충각,1
530103,530103,,불명의 저주받은 충각,1
530104,530104,,크라켄의 이빨,1
530201,530201,,상인 연합 특제 대포,1
530202,530202,,안델프 전투 대포,1
530203,530203,,이즈나 왕가 대포,1
530204,530204,,마리아노플 공성포,1
530301,530301,,긴 모래톱 기함의 돛대,1
530302,530302,,두 왕관의 명예로운 돛대,1
530303,530303,,십자별 평원 사령선의 돛대,1
530304,530304,,지옥 늪지대의 전투 돛대,1
530305,530305,,잊혀진 부귀의 돛대,1
530401,530401,,노르예트 가문의 돛,1
530402,530402,,피 묻은 손 약탈단 돛,1
530403,530403,,유령 해적선의 돛,1
530404,530404,,자유 무역단의 돛,1
530405,530405,,검은 욕망의 돛,1
530501,530501,,노르예트 가문의 타륜,1
530502,530502,,안델프산 기계식 타륜,1
530503,530503,,바다 무법자 상아 타륜,1
530504,530504,,검은 유령 해적선 타륜,1
530505,530505,,저주받은 피의 타륜,1
530601,530601,,하얀 숲의 엘프 선수상,1
530602,530602,,기도하는 종자 선수상,1
530603,530603,,무법자의 해적 선수상,1
530604,530604,,타오르는 여행자 선수상,1
530605,530605,,피로 얼룩진 선수상,1
530701,530701,,요어랜드 극단 비밀 상자,1
530702,530702,,유배자들의 유물함,1
530703,530703,,바다 무법자의 보급품함,1
530704,530704,,피 묻은 손의 봉인된 상자,1
530705,530705,,탐욕자의 낡은 상자,1
530801,530801,,정교한 안델프 육분의,1
530802,530802,,동방 상인의 육분의,1
530803,530803,,용병 조합의 육분의,1
530804,530804,,자유 무역단의 육분의,1
530901,530901,,기계태엽 공장 탐조등,1
530902,530902,,호수 정령의 빛무리 등불,1
530903,530903,,기억의 터 반딧불이 등잔,1
530904,530904,,동방 상인의 어유등잔,1
531001,531001,,노르예트 가문의 식수통,1
531002,531002,,기억의 터 포도주통,1
531003,531003,,안델프 맥주통,1
531004,531004,,무법자의 술통,1
531101,531101,,파괴신의 추종자 깃발,1
531102,531102,,노르예트 가문의 깃발,1
531103,531103,,잊혀진 수호자의 깃발,1
531104,531104,,자유 무역단 연합기,1
540101,540101,,킹스톤의 잔재,1
540102,540102,,해적선의 무구,1
540103,540103,,타이란의 두개골,1
540104,540104,,고대 왕국의 유산,1
540105,540105,,아란제브의 금빛 맹세,1
540201,540201,,용병 조합의 개조 대포,1
540202,540202,,페레단 국왕의 긍지,1
540203,540203,,안드리온 2세의 광기,1
540204,540204,,피 묻은 손의 철갑포,1
540205,540205,,상인 연합의 호위 대포,1
540206,540206,,오키드나의 검은 재앙,1
540301,540301,,이니스 여왕의 자비,1
540302,540302,,망자와 백골의 깃,1
540303,540303,,선지자의 엉뚱한 가호,1
540304,540304,,정원의 종자의 기도,1
540305,540305,,모르페우스의 잿빛 돛대,1
540401,540401,,비고 노르예트의 직조 돛,1
540402,540402,,이니스 여왕의 풍요의 돛,1
540403,540403,,고바논 장군 전함의 돛,1
540404,540404,,집정관 카론 기함의 돛,1
540405,540405,,상인 연합의 부귀의 돛,1
540406,540406,,랑그레이의 푸른 돛,1
540501,540501,,하얀 숲의 수호자 타륜,1
540502,540502,,봉인 수호자의 타륜,1
540503,540503,,집정관 카론의 정예 타륜,1
540504,540504,,고바논 장군의 정예 타륜,1
540505,540505,,상인 연합의 특제 타륜,1
540506,540506,,이녹의 숭고한 타륜,1
540601,540601,,환수 카론 선수상,1
540602,540602,,비상하는 매의 선수상,1
540603,540603,,크라켄 선수상,1
540604,540604,,유령 해적선 선수상,1
540605,540605,,상인 연합의 증표 선수상,1
540606,540606,,타양의 사자 선수상,1
540701,540701,,집정관 카론의 강철 상자,1
540702,540702,,고바논 장군의 고급 상자,1
540703,540703,,하얀 숲 수호자의 봉인함,1
540704,540704,,정원의 종자의 보관함,1
540705,540705,,크라켄 뼈 상자,1
540706,540706,,상인 연합의 특제함,1
540707,540707,,키프로사의 비밀 상자,1
540801,540801,,아이단의 강철 망원경,1
540802,540802,,솔로몬의 휴대용 망원경,1
540803,540803,,다로스의 고배율 망원경,1
540804,540804,,집정관 카론의 반사 망원경,1
540805,540805,,고바논 장군의 전술 망원경,1
540806,540806,,샤티곤의 황금 망원경,1
540807,540807,,멜리사라의 검은 망원경,1
540901,540901,,티베리온 왕자의 마법 등불,1
540902,540902,,마르켈루스 장군의 탐조등,1
540903,540903,,라간 에피드의 반딧불이 등잔,1
540904,540904,,아르겐 마이아의 횃불,1
540905,540905,,페레단의 꺼지지 않는 등불,1
540906,540906,,나이마의 몽환 등잔,1
541001,541001,,명장의 전통주통,1
541002,541002,,상인 연합의 벌꿀주통,1
541003,541003,,현인 솔로몬의 발효주통,1
541004,541004,,술꾼 마그너의 증류주통,1
541005,541005,,이즈나 왕가의 술통,1
541006,541006,,올로의 황금 술통,1
541101,541101,,저주받은 해골 깃발,1
541102,541102,,페레단 국왕의 깃발,1
541103,541103,,안드리온 2세의 깃발,1
541104,541104,,소르켈 국왕의 깃발,1
541105,541105,,샤티곤의 황금 수실 깃발,1
541106,541106,,진의 붉은 깃발,1
550101,550101,,저주받은 자의 뿔,1
550102,550102,,이름 없는 수호자의 검,1
550103,550103,,파괴신의 끝없는 분노,1
550201,550201,,다후타 여신의 분노,1
550202,550202,,파괴신의 성난 칼날,1
550203,550203,,누이 여신의 심판,1
550204,550204,,샤티곤의 매서운 눈,1
550301,550301,,누이 여신의 은총,1
550302,550302,,자비로운 신목에 깃든 빛,1
550303,550303,,정원의 이방인의 긍지,1
550401,550401,,잠든 신의 그림자,1
550402,550402,,누이 여신의 보호,1
550403,550403,,낮은 이를 위하는 자,1
550404,550404,,풍요의 신의 보호,1
550501,550501,,영감어린 방랑자의 타륜,1
550502,550502,,자비로운 연인의 타륜,1
550503,550503,,잠든 신의 축복의 타륜,1
550504,550504,,풍요의 신이 남긴 타륜,1
550601,550601,,이니스 여왕의 수호상,1
550602,550602,,정원의 수호자의 수호상,1
550603,550603,,이름 없는 신의 봉인상,1
550604,550604,,정원의 이방인의 추모상,1
550605,550605,,풍요의 신의 수호상,1
550701,550701,,세계의 중인의 기록함,1
550702,550702,,자애로운 여신의 기억함,1
550703,550703,,위대한 어머니의 가호품,1
550704,550704,,신의 대행자의 증명함,1
550705,550705,,잠든 딸의 보물 상자,1
550706,550706,,풍요의 신이 남긴 보석함,1
550801,550801,,망각된 수호자의 경위의,1
550802,550802,,타락한 자의 마법 경위의,1
550803,550803,,잠든 신을 추대하는 경위의,1
550804,550804,,정원의 이방인의 경위의,1
550805,550805,,자애로운 여신의 경위의,1
550806,550806,,샤티곤의 백금 경위의,1
550901,550901,,잠든 신의 빛의 안광,1
550902,550902,,이름없는 수호자의 촛대,1
550903,550903,,신의 대행자의 광휘,1
550904,550904,,다후타 여신의 증오,1
550905,550905,,자비로운 여신의 지혜,1
551001,551001,,마르지 않는 술통,1
551002,551002,,성수가 담긴 수통,1
551003,551003,,정원의 샘물통,1
551004,551004,,이방인의 고귀한 샘물,1
551005,551005,,올로의 맥주통,1
551101,551101,,빛이 깃든 백색 나무의 깃발,1
551102,551102,,정원의 이방인의 깃발,1
551103,551103,,최초의 원정대기,1
551104,551104,,샤티곤의 백금 수실 깃발,1
610101,610101,,낡은 목재 충각 (귀속),1
610102,610102,,이즈나식 목재 충각 (귀속),1
610103,610103,,노르예트식 목재 충각 (귀속),1
610104,610104,,초승달 왕좌식 목재 충각 (귀속),1
610105,610105,,이니스테르식 목재 충각 (귀속),1
610201,610201,,낡은 화포 (귀속),1
610202,610202,,이즈나식 화포 (귀속),1
610203,610203,,노르예트식 화포 (귀속),1
610204,610204,,초승달 왕좌식 화포 (귀속),1
610205,610205,,이니스테르식 화포 (귀속),1
610301,610301,,릴리엇 물푸레나무 돛대 (귀속),1
610302,610302,,가랑돌 물푸레나무 돛대 (귀속),1
610303,610303,,그위오니드 숲 물푸레나무 돛대 (귀속),1
610304,610304,,하얀 숲 물푸레나무 돛대 (귀속),1
610401,610401,,이즈나식 삼각돛 (귀속),1
610402,610402,,노르예트식 삼각돛 (귀속),1
610403,610403,,초승달 왕좌식 삼각돛 (귀속),1
610404,610404,,이니스테르식 삼각돛 (귀속),1
610501,610501,,릴리엇 물푸레나무 타륜 (귀속),1
610502,610502,,솔즈리드 물푸레나무 타륜 (귀속),1
610503,610503,,가랑돌 물푸레나무 타륜 (귀속),1
610504,610504,,그위오니드 물푸레나무 타륜 (귀속),1
610601,610601,,목조 고래상 (귀속),1
610602,610602,,목조 공작상 (귀속),1
610603,610603,,목조 늑대상 (귀속),1
610604,610604,,목조 눈사자상 (귀속),1
610701,610701,,이즈나식 목재 상자 (귀속),1
610702,610702,,노르예트식 목재 상자 (귀속),1
610703,610703,,초승달 왕좌식 목재 상자 (귀속),1
610704,610704,,이니스테르식 목재 상자 (귀속),1
610801,610801,,이즈나식 윤도 (귀속),1
610802,610802,,노르예트식 윤도 (귀속),1
610803,610803,,초승달 왕좌식 윤도 (귀속),1
610804,610804,,이니스테르식 윤도 (귀속),1
610901,610901,,이즈나식 등불 (귀속),1
610902,610902,,노르예트식 등불 (귀속),1
610903,610903,,초승달 왕좌식 등불 (귀속),1
610904,610904,,이니스테르식 등불 (귀속),1
611001,611001,,낡은 나무통 (귀속),1
611002,611002,,손때 묻은 나무통 (귀속),1
611003,611003,,구멍 뚫린 나무통 (귀속),1
611004,611004,,반질반질한 나무통 (귀속),1
611101,611101,,이즈나 왕가 상선기 (귀속),1
611102,611102,,이니스테르 왕가 상선기 (귀속),1
611103,611103,,초승달 왕좌 상선기 (귀속),1
611104,611104,,노르예트 상선기 (귀속),1
620101,620101,,이즈나식 철갑 충각 (귀속),1
620102,620102,,에노아식 철갑 충각 (귀속),1
620103,620103,,초승달 왕좌식 철갑 충각 (귀속),1
620104,620104,,이니스테르식 철갑 충각 (귀속),1
620201,620201,,이즈나식 철갑포 (귀속),1
620202,620202,,에노아식 철갑포 (귀속),1
620203,620203,,초승달 왕좌식 철갑포 (귀속),1
620204,620204,,이니스테르식 철갑포 (귀속),1
620301,620301,,태초의 요람 적송 돛대 (귀속),1
620302,620302,,청동 바위산 적송 돛대 (귀속),1
620303,620303,,에노아식 적송 돛대 (귀속),1
620304,620304,,황금 평원 적송 돛대 (귀속),1
620401,620401,,이즈나식 사각돛 (귀속),1
620402,620402,,노르예트식 사각돛 (귀속),1
620403,620403,,에노아식 사각돛 (귀속),1
620404,620404,,이니스테르식 사각돛 (귀속),1
620501,620501,,하얀 숲 적송 타륜 (귀속),1
620502,620502,,에노아식 적송 타륜 (귀속),1
620503,620503,,청동 바위산 적송 타륜 (귀속),1
620504,620504,,마리아노플 적송 타륜 (귀속),1
620601,620601,,청동 고래상 (귀속),1
620602,620602,,에노아식 공작상 (귀속),1
620603,620603,,청동 늑대상 (귀속),1
620604,620604,,청동 눈사자상 (귀속),1
620701,620701,,이즈나식 강철 상자 (귀속),1
620702,620702,,노르예트식 강철 상자 (귀속),1
620703,620703,,에노아식 강철 상자 (귀속),1
620704,620704,,이니스테르식 강철 상자 (귀속),1
620801,620801,,이즈나식 사분의 (귀속),1
620802,620802,,노르예트식 사분의 (귀속),1
620803,620803,,초승달 왕좌식 사분의 (귀속),1
620804,620804,,이니스테르식 사분의 (귀속),1
620901,620901,,이즈나식 유리등 (귀속),1
620902,620902,,노르예트식 유리등 (귀속),1
620903,620903,,초승달 왕좌식 유리등 (귀속),1
620904,620904,,이니스테르식 유리등 (귀속),1
621001,621001,,솔즈리드 참나무통 (귀속),1
621002,621002,,릴리엇 참나무통 (귀속),1
621003,621003,,그위오니드 참나무통 (귀속),1
621004,621004,,이니스 참나무통 (귀속),1
621101,621101,,이즈나 왕가 군함기 (귀속),1
621102,621102,,이니스테르 왕가 군함기 (귀속),1
621103,621103,,초승달 왕좌 군함기 (귀속),1
621104,621104,,노르예트 군함기 (귀속),1
630101,630101,,견고한 아키움 충각 (귀속),1
630102,630102,,검게 변색된 충각 (귀속),1
630103,630103,,불명의 저주받은 충각 (귀속),1
630104,630104,,크라켄의 이빨 (귀속),1
630201,630201,,상인 연합 특제 대포 (귀속),1
630202,630202,,안델프 전투 대포 (귀속),1
630203,630203,,이즈나 왕가 대포 (귀속),1
630204,630204,,마리아노플 공성포 (귀속),1
630301,630301,,긴 모래톱 기함의 돛대 (귀속),1
630302,630302,,두 왕관의 명예로운 돛대 (귀속),1
630303,630303,,십자별 평원 사령선의 돛대 (귀속),1
630304,630304,,지옥 늪지대의 전투 돛대 (귀속),1
630305,630305,,잊혀진 부귀의 돛대 (귀속),1
630401,630401,,노르예트 가문의 돛 (귀속),1
630402,630402,,피 묻은 손 약탈단 돛 (귀속),1
630403,630403,,유령 해적선의 돛 (귀속),1
630404,630404,,자유 무역단의 돛 (귀속),1
630405,630405,,검은 욕망의 돛 (귀속),1
630501,630501,,노르예트 가문의 타륜 (귀속),1
630502,630502,,안델프산 기계식 타륜 (귀속),1
630503,630503,,바다 무법자 상아 타륜 (귀속),1
630504,630504,,검은 유령 해적선 타륜 (귀속),1
630505,630505,,저주받은 피의 타륜 (귀속),1
630601,630601,,하얀 숲의 엘프 선수상 (귀속),1
630602,630602,,기도하는 종자 선수상 (귀속),1
630603,630603,,무법자의 해적 선수상 (귀속),1
630604,630604,,타오르는 여행자 선수상 (귀속),1
630605,630605,,피로 얼룩진 선수상 (귀속),1
630701,630701,,요어랜드 극단 비밀 상자 (귀속),1
630702,630702,,유배자들의 유물함 (귀속),1
630703,630703,,바다 무법자의 보급품함 (귀속),1
630704,630704,,피 묻은 손의 봉인된 상자 (귀속),1
630705,630705,,탐욕자의 낡은 상자 (귀속),1
630801,630801,,정교한 안델프 육분의 (귀속),1
630802,630802,,동방 상인의 육분의 (귀속),1
630803,630803,,용병 조합의 육분의 (귀속),1
630804,630804,,자유 무역단의 육분의 (귀속),1
630901,630901,,기계태엽 공장 탐조등 (귀속),1
630902,630902,,호수 정령의 빛무리 등불 (귀속),1
630903,630903,,기억의 터 반딧불이 등잔 (귀속),1
630904,630904,,동방 상인의 어유등잔 (귀속),1
631001,631001,,노르예트 가문의 식수통 (귀속),1
631002,631002,,기억의 터 포도주통 (귀속),1
631003,631003,,안델프 맥주통 (귀속),1
631004,631004,,무법자의 술통 (귀속),1
631101,631101,,파괴신의 추종자 깃발 (귀속),1
631102,631102,,노르예트 가문의 깃발 (귀속),1
631103,631103,,잊혀진 수호자의 깃발 (귀속),1
631104,631104,,자유 무역단 연합기 (귀속),1
640101,640101,,킹스톤의 잔재 (귀속),1
640102,640102,,해적선의 무구 (귀속),1
640103,640103,,타이란의 두개골 (귀속),1
640104,640104,,고대 왕국의 유산 (귀속),1
640105,640105,,아란제브의 금빛 맹세 (귀속),1
640201,640201,,용병 조합의 개조 대포 (귀속),1
640202,640202,,페레단 국왕의 긍지 (귀속),1
640203,640203,,안드리온 2세의 광기 (귀속),1
640204,640204,,피 묻은 손의 철갑포 (귀속),1
640205,640205,,상인 연합의 호위 대포 (귀속),1
640206,640206,,오키드나의 검은 재앙 (귀속),1
640301,640301,,이니스 여왕의 자비 (귀속),1
640302,640302,,망자와 백골의 깃 (귀속),1
640303,640303,,선지자의 엉뚱한 가호 (귀속),1
640304,640304,,정원의 종자의 기도 (귀속),1
640305,640305,,모르페우스의 잿빛 돛대 (귀속),1
640401,640401,,비고 노르예트의 직조 돛 (귀속),1
640402,640402,,이니스 여왕의 풍요의 돛 (귀속),1
640403,640403,,고바논 장군 전함의 돛 (귀속),1
640404,640404,,집정관 카론 기함의 돛 (귀속),1
640405,640405,,상인 연합의 부귀의 돛 (귀속),1
640406,640406,,랑그레이의 푸른 돛 (귀속),1
640501,640501,,하얀 숲의 수호자 타륜 (귀속),1
640502,640502,,봉인 수호자의 타륜 (귀속),1
640503,640503,,집정관 카론의 정예 타륜 (귀속),1
640504,640504,,고바논 장군의 정예 타륜 (귀속),1
640505,640505,,상인 연합의 특제 타륜 (귀속),1
640506,640506,,이녹의 숭고한 타륜 (귀속),1
640601,640601,,환수 카론 선수상 (귀속),1
640602,640602,,비상하는 매의 선수상 (귀속),1
640603,640603,,크라켄 선수상 (귀속),1
640604,640604,,유령 해적선 선수상 (귀속),1
640605,640605,,상인 연합의 증표 선수상 (귀속),1
640606,640606,,타양의 사자 선수상 (귀속),1
640701,640701,,집정관 카론의 강철 상자 (귀속),1
640702,640702,,고바논 장군의 고급 상자 (귀속),1
640703,640703,,하얀 숲 수호자의 봉인함 (귀속),1
640704,640704,,정원의 종자의 보관함 (귀속),1
640705,640705,,크라켄 뼈 상자 (귀속),1
640706,640706,,상인 연합의 특제함 (귀속),1
640707,640707,,키프로사의 비밀 상자 (귀속),1
640801,640801,,아이단의 강철 망원경 (귀속),1
640802,640802,,솔로몬의 휴대용 망원경 (귀속),1
640803,640803,,다로스의 고배율 망원경 (귀속),1
640804,640804,,집정관 카론의 반사 망원경 (귀속),1
640805,640805,,고바논 장군의 전술 망원경 (귀속),1
640806,640806,,샤티곤의 황금 망원경 (귀속),1
640807,640807,,멜리사라의 검은 망원경 (귀속),1
640901,640901,,티베리온 왕자의 마법 등불 (귀속),1
640902,640902,,마르켈루스 장군의 탐조등 (귀속),1
640903,640903,,라간 에피드의 반딧불이 등잔 (귀속),1
640904,640904,,아르겐 마이아의 횃불 (귀속),1
640905,640905,,페레단의 꺼지지 않는 등불 (귀속),1
640906,640906,,나이마의 몽환 등잔 (귀속),1
641001,641001,,명장의 전통주통 (귀속),1
641002,641002,,상인 연합의 벌꿀주통 (귀속),1
641003,641003,,현인 솔로몬의 발효주통 (귀속),1
641004,641004,,술꾼 마그너의 증류주통 (귀속),1
641005,641005,,이즈나 왕가의 술통 (귀속),1
641006,641006,,올로의 황금 술통 (귀속),1
641101,641101,,저주받은 해골 깃발 (귀속),1
641102,641102,,페레단 국왕의 깃발 (귀속),1
641103,641103,,안드리온 2세의 깃발 (귀속),1
641104,641104,,소르켈 국왕의 깃발 (귀속),1
641105,641105,,샤티곤의 황금 수실 깃발 (귀속),1
641106,641106,,진의 붉은 깃발 (귀속),1
650101,650101,,저주받은 자의 뿔 (귀속),1
650102,650102,,이름 없는 수호자의 검 (귀속),1
650103,650103,,파괴신의 끝없는 분노 (귀속),1
650201,650201,,다후타 여신의 분노 (귀속),1
650202,650202,,파괴신의 성난 칼날 (귀속),1
650203,650203,,누이 여신의 심판 (귀속),1
650204,650204,,샤티곤의 매서운 눈 (귀속),1
650301,650301,,누이 여신의 은총 (귀속),1
650302,650302,,자비로운 신목에 깃든 빛 (귀속),1
650303,650303,,정원의 이방인의 긍지 (귀속),1
650401,650401,,잠든 신의 그림자 (귀속),1
650402,650402,,누이 여신의 보호 (귀속),1
650403,650403,,낮은 이를 위하는 자 (귀속),1
650404,650404,,풍요의 신의 보호 (귀속),1
650501,650501,,영감어린 방랑자의 타륜 (귀속),1
650502,650502,,자비로운 연인의 타륜 (귀속),1
650503,650503,,잠든 신의 축복의 타륜 (귀속),1
650504,650504,,잠든 신의 축복의 타륜 (귀속),1
650601,650601,,이니스 여왕의 수호상 (귀속),1
650602,650602,,정원의 수호자의 수호상 (귀속),1
650603,650603,,이름 없는 신의 봉인상 (귀속),1
650604,650604,,정원의 이방인의 추모상 (귀속),1
650605,650605,,풍요의 신의 수호상 (귀속),1
650701,650701,,세계의 중인의 기록함 (귀속),1
650702,650702,,자애로운 여신의 기억함 (귀속),1
650703,650703,,위대한 어머니의 가호품 (귀속),1
650704,650704,,신의 대행자의 증명함 (귀속),1
650705,650705,,잠든 딸의 보물 상자 (귀속),1
650706,650706,,풍요의 신이 남긴 보석함 (귀속),1
650801,650801,,망각된 수호자의 경위의 (귀속),1
650802,650802,,타락한 자의 마법 경위의 (귀속),1
650803,650803,,잠든 신을 추대하는 경위의 (귀속),1
650804,650804,,정원의 이방인의 경위의 (귀속),1
650805,650805,,자애로운 여신의 경위의 (귀속),1
650806,650806,,샤티곤의 백금 경위의 (귀속),1
650901,650901,,잠든 신의 빛의 안광 (귀속),1
650902,650902,,이름없는 수호자의 촛대 (귀속),1
650903,650903,,신의 대행자의 광휘 (귀속),1
650904,650904,,다후타 여신의 증오 (귀속),1
650905,650905,,자비로운 여신의 지혜 (귀속),1
651001,651001,,마르지 않는 술통 (귀속),1
651002,651002,,성수가 담긴 수통 (귀속),1
651003,651003,,정원의 샘물통 (귀속),1
651004,651004,,이방인의 고귀한 샘물 (귀속),1
651005,651005,,올로의 맥주통 (귀속),1
651101,651101,,빛이 깃든 백색 나무의 깃발 (귀속),1
651102,651102,,정원의 이방인의 깃발 (귀속),1
651103,651103,,최초의 원정대기 (귀속),1
651104,651104,,샤티곤의 백금 수실 깃발 (귀속),1
669001,669001,,솔로몬의 돛대 (귀속),1
669002,669002,,솔로몬의 돛 (귀속),1
669003,669003,,솔로몬의 키 (귀속),1
669004,669004,,솔로몬의 선수상 (귀속),1
669005,669005,,솔로몬의 깃발 (귀속),1
669006,669006,,솔로몬의 돛대 (귀속),1
669007,669007,,솔로몬의 돛 (귀속),1
669008,669008,,솔로몬의 키 (귀속),1
669009,669009,,솔로몬의 선수상 (귀속),1
669010,669010,,솔로몬의 깃발 (귀속),1
669011,669011,,솔로몬의 함포 (귀속),1
669012,669012,,솔로몬의 충각 (귀속),1
669013,669013,,솔로몬의 나무통 (귀속),1
669014,669014,,솔로몬의 등불 (귀속),1
710101,710101,,낡은 목재 충각 (상점),1
710102,710102,,이즈나식 목재 충각 (상점),1
710103,710103,,노르예트식 목재 충각 (상점),1
710104,710104,,초승달 왕좌식 목재 충각 (상점),1
710105,710105,,이니스테르식 목재 충각 (상점),1
710201,710201,,낡은 화포 (상점),1
710202,710202,,이즈나식 화포 (상점),1
710203,710203,,노르예트식 화포 (상점),1
710204,710204,,초승달 왕좌식 화포 (상점),1
710205,710205,,이니스테르식 화포 (상점),1
710301,710301,,릴리엇 물푸레나무 돛대 (상점),1
710302,710302,,가랑돌 물푸레나무 돛대 (상점),1
710303,710303,,그위오니드 숲 물푸레나무 돛대 (상점),1
710304,710304,,하얀 숲 물푸레나무 돛대 (상점),1
710401,710401,,이즈나식 삼각돛 (상점),1
710402,710402,,노르예트식 삼각돛 (상점),1
710403,710403,,초승달 왕좌식 삼각돛 (상점),1
710404,710404,,이니스테르식 삼각돛 (상점),1
710501,710501,,릴리엇 물푸레나무 타륜 (상점),1
710502,710502,,솔즈리드 물푸레나무 타륜 (상점),1
710503,710503,,가랑돌 물푸레나무 타륜 (상점),1
710504,710504,,그위오니드 물푸레나무 타륜 (상점),1
710601,710601,,목조 고래상 (상점),1
710602,710602,,목조 공작상 (상점),1
710603,710603,,목조 늑대상 (상점),1
710604,710604,,목조 눈사자상 (상점),1
710701,710701,,이즈나식 목재 상자 (상점),1
710702,710702,,노르예트식 목재 상자 (상점),1
710703,710703,,초승달 왕좌식 목재 상자 (상점),1
710704,710704,,이니스테르식 목재 상자 (상점),1
800001,800001,,세 가문의 주화,99999
800002,800002,,불명의 마석,99999
800003,800003,,귀족의 통행증,99999
800004,800004,,해방군의 증표,99999
800005,800005,,붉은 보옥,99999
800006,800006,,무명의 유언장,99999
800007,800007,,희생의 상징,99999
805001,805001,,공헌 인장,99999
810001,810001,,마리아노플 공헌 상자,99999
810002,810002,,황금 평원 공헌 상자,99999
810003,810003,,긴 모래톱 공헌 상자,99999
810004,810004,,두 왕관 공헌 상자,99999
810005,810005,,십자별 평원 공헌 상자,99999
810006,810006,,지옥 늪지대 공헌 상자,99999
810007,810007,,뼈의 땅 공헌 상자,99999
815001,815001,,붉은 초승돌 1단계,99999
815002,815002,,붉은 초승돌 2단계,99999
815003,815003,,붉은 초승돌 3단계,99999
815004,815004,,붉은 초승돌 4단계,99999
815005,815005,,붉은 초승돌 5단계,99999
815011,815011,,푸른 초승돌 1단계,99999
815012,815012,,푸른 초승돌 2단계,99999
815013,815013,,푸른 초승돌 3단계,99999
815014,815014,,푸른 초승돌 4단계,99999
815015,815015,,푸른 초승돌 5단계,99999
815021,815021,,보라 초승돌 1단계,99999
815022,815022,,보라 초승돌 2단계,99999
815023,815023,,보라 초승돌 3단계,99999
815024,815024,,보라 초승돌 4단계,99999
815025,815025,,보라 초승돌 5단계,99999
815031,815031,,초록 초승돌 1단계,99999
815032,815032,,초록 초승돌 2단계,99999
815033,815033,,초록 초승돌 3단계,99999
815034,815034,,초록 초승돌 4단계,99999
815035,815035,,초록 초승돌 5단계,99999
825001,825001,,붉은 초승돌 1단계 (귀속),99999
825002,825002,,붉은 초승돌 2단계 (귀속),99999
825003,825003,,붉은 초승돌 3단계 (귀속),99999
825004,825004,,붉은 초승돌 4단계 (귀속),99999
825005,825005,,붉은 초승돌 5단계 (귀속),99999
825011,825011,,푸른 초승돌 1단계 (귀속),99999
825012,825012,,푸른 초승돌 2단계 (귀속),99999
825013,825013,,푸른 초승돌 3단계 (귀속),99999
825014,825014,,푸른 초승돌 4단계 (귀속),99999
825015,825015,,푸른 초승돌 5단계 (귀속),99999
825021,825021,,보라 초승돌 1단계 (귀속),99999
825022,825022,,보라 초승돌 2단계 (귀속),99999
825023,825023,,보라 초승돌 3단계 (귀속),99999
825024,825024,,보라 초승돌 4단계 (귀속),99999
825025,825025,,보라 초승돌 5단계 (귀속),99999
825031,825031,,초록 초승돌 1단계 (귀속),99999
825032,825032,,초록 초승돌 2단계 (귀속),99999
825033,825033,,초록 초승돌 3단계 (귀속),99999
825034,825034,,초록 초승돌 4단계 (귀속),99999
825035,825035,,초록 초승돌 5단계 (귀속),99999
850000,850000,,별의 조각 (귀속),99999
850001,850001,,별의 재보 (귀속),99999
850002,850002,,빛을 잃은 별의 조각,99999
850003,850003,,빛을 잃은 별의 재보,99999
900001,900001,,차원의 마석,1
900002,900002,,피의 보옥,1
900003,900003,,칠흑의 보석,1
