OID,Cid,Milestone,Comment,EquipmentCategory,Kind,ItemBaseStatModifiedCids,ItemGradeInfoCid,ItemEnhanceInfoCid,ItemEnchantInfoCid,ItemAdditionalOptionCids,IsDeathPenaltyLoss,MaxDurability,UiDurabilityPer,RepairPrice,WearGroup,WeaponNormalSkillCid,ItemSkillSlots
13050003,13050003,Dev,5T 귀걸이,Earring,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050003,,
13050004,13050004,Dev,5T 반지,Ring,Accessory,[1305],3500,30500,101,,TRUE,20000,10,80,13050004,,
13050005,13050005,Dev,5T 목걸이,Necklace,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050005,,
13050006,13050006,Dev,5T 귀걸이,Earring,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050006,,
13050007,13050007,Dev,5T 반지,Ring,Accessory,[1305],3500,30500,101,,TRUE,20000,10,80,13050007,,
13050008,13050008,Dev,5T 목걸이,Necklace,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050008,,
13050009,13050009,Dev,5T 귀걸이,Earring,Accessory,[1405],4500,40500,101,,TRUE,20000,10,80,13050009,,
13060001,13060001,Dev,멈춰버린 시간의 매듭,Ring,Accessory,[1306],3600,30600,101,,TRUE,20000,10,160,13060001,,
13060002,13060002,Dev,반복되는 시간의 증표,Necklace,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060002,,
13060003,13060003,Dev,뒤틀린 시간의 파편,Earring,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060003,,
13060004,13060004,Dev,멈춰버린 시간의 매듭,Ring,Accessory,[1306],3600,30600,101,,TRUE,20000,10,160,13060004,,
13060005,13060005,Dev,반복되는 시간의 증표,Necklace,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060005,,
13060006,13060006,Dev,뒤틀린 시간의 파편,Earring,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060006,,
13060007,13060007,Dev,멈춰버린 시간의 매듭,Ring,Accessory,[1306],3600,30600,101,,TRUE,20000,10,160,13060007,,
13060008,13060008,Dev,반복되는 시간의 증표,Necklace,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060008,,
13060009,13060009,Dev,뒤틀린 시간의 파편,Earring,Accessory,[1406],4600,40600,101,,TRUE,20000,10,160,13060009,,
13070001,13070001,Dev,7T 반지,Ring,Accessory,[1307],3700,30700,101,,TRUE,20000,10,320,13070001,,
13070002,13070002,Dev,7T 목걸이,Necklace,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070002,,
13070003,13070003,Dev,7T 귀걸이,Earring,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070003,,
13070004,13070004,Dev,7T 반지,Ring,Accessory,[1307],3700,30700,101,,TRUE,20000,10,320,13070004,,
13070005,13070005,Dev,7T 목걸이,Necklace,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070005,,
13070006,13070006,Dev,7T 귀걸이,Earring,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070006,,
13070007,13070007,Dev,7T 반지,Ring,Accessory,[1307],3700,30700,101,,TRUE,20000,10,320,13070007,,
13070008,13070008,Dev,7T 목걸이,Necklace,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070008,,
13070009,13070009,Dev,7T 귀걸이,Earring,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070009,,
13070010,13070010,Dev,7T 반지,Ring,Accessory,[1307],3700,30700,101,,TRUE,20000,10,320,13070010,,
13070011,13070011,Dev,7T 목걸이,Ring,Accessory,[1407],4700,40700,101,,TRUE,20000,10,320,13070011,,
13070012,13070012,Dev,7T 귀걸이,Ring,Accessory,[1407],4700,40700,101,,TRUE,10000,10,320,13070012,,
14030002,14030002,Dev,3T 망토_01,Cloak,Armor,[140301],2100,,,,TRUE,10000,10,20,14030002,,
14040002,14040002,Dev,4T 망토_01,Cloak,Armor,[140401],2100,,,,TRUE,10000,10,40,14040002,,
14040004,14040004,Dev,4T 망토_02,Cloak,Armor,[140501],2100,,,,TRUE,10000,10,40,14040004,,
14040076,14040076,Dev,5T 망토_01,Cloak,Armor,[140501],2100,,,,TRUE,10000,10,80,14040076,,
14040078,14040078,Dev,5T 망토_02,Cloak,Armor,[140501],2100,,,,TRUE,10000,10,80,14040078,,
14040080,14040080,Dev,5T 망토_03,Cloak,Armor,[140601],2100,,,,TRUE,10000,10,80,14040080,,
14060002,14060002,Dev,6T 망토_01,Cloak,Armor,[140601],2100,,,,TRUE,10000,10,160,14060002,,
14060004,14060004,Dev,6T 망토_02,Cloak,Armor,[140601],2100,,,,TRUE,10000,10,160,14060004,,
14060006,14060006,Dev,6T 망토_03,Cloak,Armor,[140701],2100,,,,TRUE,10000,10,160,14060006,,
14070002,14070002,Dev,7T 망토_01,Cloak,Armor,[140701],2100,,,,TRUE,10000,10,320,14070002,,
14070004,14070004,Dev,7T 망토_02,Cloak,Armor,[140701],2100,,,,TRUE,10000,10,320,14070004,,
14070006,14070006,Dev,7T 망토_03,Cloak,Armor,[140701],2100,,,,TRUE,10000,10,320,14070006,,
14070008,14070008,Dev,7T 망토_04,Cloak,Armor,[150001],2100,,,,TRUE,10000,10,320,14070008,,
14099001,14099001,Dev,테스트용 망토 50%,Cloak,Armor,[150002],2100,,,,TRUE,999999,10,1,14099001,,
14099002,14099002,Dev,테스트용 망토 100%,Cloak,Armor,[150003],2100,,,,TRUE,10000,999999,5,14099002,,
14099003,14099003,Dev,테스트용 망토 150%,Cloak,Armor,[150004],2100,,,,TRUE,10000,999999,5,14099003,,
14099004,14099004,Dev,테스트용 망토 200%,Cloak,Armor,[150005],2100,,,,TRUE,10000,999999,5,14099004,,
14099005,14099005,Dev,테스트용 망토 250%,Cloak,Armor,[150006],2100,,,,TRUE,10000,999999,5,14099005,,
14099006,14099006,Dev,테스트용 망토 300%,Cloak,Armor,[150007],2100,,,,TRUE,10000,999999,5,14099006,,
14099007,14099007,Dev,조락무극의 망토,Cloak,Armor,[150008],2100,,,,TRUE,10000,999999,5,14099007,,
