OID,Cid,Milestone,Comment,DescName,Desc,Category,MasteryCid,Tier,Grade,MaxStack,BuyPrice,SellPrice,ItemRestrictionCid,BindingType,BindingRuleCids,SortGroup,SortOrder,IsBreak,ScheduleCid,WhereToGet,WhereToUse,IsNotify,IsBroadcast,EquipSound,RequiredMinLevel,RequiredMaxLevel
43060013,43060013,Dev,요리 숙련도(특대),요리 숙련도(특대),요리 숙련도(특대),Consume,0,Tier6,Rare,99999,0,1,1,Unbound,,1,443060013,FALSE,0,,,FALSE,FALSE,,0,999
43070001,43070001,Dev,전투 숙련도 책 (특특대),전투 숙련도 책 (특특대),전투 숙련도 책 (특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070001,FALSE,0,,,FALSE,FALSE,,0,999
43070002,43070002,Dev,채광 숙련도(특특대),채광 숙련도(특특대),채광 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070002,FALSE,0,,,FALSE,FALSE,,0,999
43070003,43070003,Dev,섬유 채집 숙련도(특특대),섬유 채집 숙련도(특특대),섬유 채집 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070003,FALSE,0,,,FALSE,FALSE,,0,999
43070004,43070004,Dev,벌목 숙련도(특특대),벌목 숙련도(특특대),벌목 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070004,FALSE,0,,,FALSE,FALSE,,0,999
43070005,43070005,Dev,무두질 채집 숙련도(특특대),무두질 채집 숙련도(특특대),무두질 채집 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070005,FALSE,0,,,FALSE,FALSE,,0,999
43070006,43070006,Dev,판금 제작 숙련도 책 (특특대),판금 제작 숙련도 책 (특특대),판금 제작 숙련도 책 (특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070006,FALSE,0,,,FALSE,FALSE,,0,999
43070007,43070007,Dev,가죽 제작 숙련도(특특대),가죽 제작 숙련도(특특대),가죽 제작 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070007,FALSE,0,,,FALSE,FALSE,,0,999
43070008,43070008,Dev,천 제작 숙련도(특특대),천 제작 숙련도(특특대),천 제작 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070008,FALSE,0,,,FALSE,FALSE,,0,999
43070009,43070009,Dev,양손검 제작 숙련도(특특대),양손검 제작 숙련도(특특대),양손검 제작 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070009,FALSE,0,,,FALSE,FALSE,,0,999
43070010,43070010,Dev,단검 제작 숙련도 책 (특특대),단검 제작 숙련도 책 (특특대),단검 제작 숙련도 책 (특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070010,FALSE,0,,,FALSE,FALSE,,0,999
43070011,43070011,Dev,활 제작 숙련도(특특대),활 제작 숙련도(특특대),활 제작 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070011,FALSE,0,,,FALSE,FALSE,,0,999
43070012,43070012,Dev,지팡이 제작 숙련도(특특대),지팡이 제작 숙련도(특특대),지팡이 제작 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070012,FALSE,0,,,FALSE,FALSE,,0,999
43070013,43070013,Dev,요리 숙련도(특특대),요리 숙련도(특특대),요리 숙련도(특특대),Consume,0,Tier7,Ancient,99999,0,1,1,Unbound,,1,343070013,FALSE,0,,,FALSE,FALSE,,0,999
44010001,44010001,Dev,4T 펫 상자,펫 상자,"펫이 들어있는 상자입니다.
사용 시 펫을 획득할 수 있습니다.",Consume,0,Tier3,Uncommon,99999,0,1,1,Unbound,,1,744010001,FALSE,0,,,FALSE,FALSE,,0,999
44010002,44010002,Dev,클리오네,클리오네,"<B>[사용 효과]</>
클리오네를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,944010002,FALSE,0,,,FALSE,FALSE,,0,999
44010003,44010003,Dev,페피,페피,"<B>[사용 효과]</>
페피를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,944010003,FALSE,0,,,FALSE,FALSE,,0,999
44010004,44010004,Dev,파피리스,파피리스,"<B>[사용 효과]</>
파피리스를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,944010004,FALSE,0,,,FALSE,FALSE,,0,999
44010005,44010005,Dev,붉은 용,붉은 용,"<B>[사용 효과]</>
붉은 용을 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier1,Common,99999,0,1,1,Unbound,,1,944010005,FALSE,0,,,FALSE,FALSE,,0,999
44010006,44010006,Dev,빛의 사도 위니,빛의 사도 위니,"<B>[사용 효과]</>
빛의 사도 위니를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier3,Uncommon,99999,0,1,1,Unbound,,1,744010006,FALSE,0,,,FALSE,FALSE,,0,999
44010007,44010007,Dev,당나귀,[임시]당나귀,"<B>[사용 효과]</>
당나귀를 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010007,FALSE,0,,,FALSE,FALSE,,0,999
44010008,44010008,Dev,여행용 말,[임시]여행용 말,"<B>[사용 효과]</>
여행용 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010008,FALSE,0,,,FALSE,FALSE,,0,999
44010009,44010009,Dev,갈색 릴리엇 말,[임시]갈색 릴리엇 말,"<B>[사용 효과]</>
갈색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010009,FALSE,0,,,FALSE,FALSE,,0,999
44010010,44010010,Dev,검은색 릴리엇 말,[임시]검은색 릴리엇 말,"<B>[사용 효과]</>
검은색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010010,FALSE,0,,,FALSE,FALSE,,0,999
44010011,44010011,Dev,흰색 릴리엇 말,[임시]흰색 릴리엇 말,"<B>[사용 효과]</>
흰색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010011,FALSE,0,,,FALSE,FALSE,,0,999
44010012,44010012,Dev,은빛 발굽 아르시안(700),은빛 발굽 아르시안(700),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010012,FALSE,0,,,FALSE,FALSE,,0,999
44010013,44010013,Dev,은빛 발굽 아르시안(800),은빛 발굽 아르시안(800),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010013,FALSE,0,,,FALSE,FALSE,,0,999
44010014,44010014,Dev,은빛 발굽 아르시안(900),은빛 발굽 아르시안(900),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010014,FALSE,0,,,FALSE,FALSE,,0,999
44010015,44010015,Dev,은빛 발굽 아르시안(1000),은빛 발굽 아르시안(1000),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010015,FALSE,0,,,FALSE,FALSE,,0,999
44010016,44010016,Dev,은빛 발굽 아르시안(1100),은빛 발굽 아르시안(1100),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010016,FALSE,0,,,FALSE,FALSE,,0,999
44010017,44010017,Dev,은빛 발굽 아르시안(1200),은빛 발굽 아르시안(1200),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010017,FALSE,0,,,FALSE,FALSE,,0,999
44010018,44010018,Dev,은빛 발굽 아르시안(1300),은빛 발굽 아르시안(1300),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010018,FALSE,0,,,FALSE,FALSE,,0,999
44010019,44010019,Dev,은빛 발굽 아르시안(!400),은빛 발굽 아르시안(!400),,Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010019,FALSE,0,,,FALSE,FALSE,,0,999
44010020,44010020,Dev,갈색 릴리엇 말,갈색 릴리엇 말,"<B>[사용 효과]</>
갈색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010020,FALSE,0,,,FALSE,FALSE,,0,999
44010021,44010021,Dev,검은색 릴리엇 말,검은색 릴리엇 말,"<B>[사용 효과]</>
검은색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010021,FALSE,0,,,FALSE,FALSE,,0,999
44010022,44010022,Dev,흰색 릴리엇 말,흰색 릴리엇 말,"<B>[사용 효과]</>
흰색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier1,Common,1,0,1,1,Unbound,,1,944010022,FALSE,0,,,FALSE,FALSE,,0,999
44010023,44010023,Dev,윤기나는 갈색 릴리엇 말,윤기나는 갈색 릴리엇 말,"<B>[사용 효과]</>
윤기나는 갈색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844010023,FALSE,0,,,FALSE,FALSE,,0,999
44010024,44010024,Dev,윤기나는 검은색 릴리엇 말,윤기나는 검은색 릴리엇 말,"<B>[사용 효과]</>
윤기나는 검은색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844010024,FALSE,0,,,FALSE,FALSE,,0,999
44010025,44010025,Dev,윤기나는 흰색 릴리엇 말,윤기나는 흰색 릴리엇 말,"<B>[사용 효과]</>
윤기나는 흰색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844010025,FALSE,0,,,FALSE,FALSE,,0,999
44010026,44010026,Dev,빛나는 갈색 릴리엇 말,빛나는 갈색 릴리엇 말,"<B>[사용 효과]</>
빛나는 갈색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,744010026,FALSE,0,,,FALSE,FALSE,,0,999
44010027,44010027,Dev,빛나는 검은색 릴리엇 말,빛나는 검은색 릴리엇 말,"<B>[사용 효과]</>
빛나는 검은색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,744010027,FALSE,0,,,FALSE,FALSE,,0,999
44010028,44010028,Dev,빛나는 흰색 릴리엇 말,빛나는 흰색 릴리엇 말,"<B>[사용 효과]</>
빛나는 흰색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier3,Uncommon,1,0,1,1,Unbound,,1,744010028,FALSE,0,,,FALSE,FALSE,,0,999
44010029,44010029,Dev,재빠른 갈색 릴리엇 말,재빠른 갈색 릴리엇 말,"<B>[사용 효과]</>
재빠른 갈색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier4,Uncommon,1,0,1,1,Unbound,,1,644010029,FALSE,0,,,FALSE,FALSE,,0,999
44010030,44010030,Dev,재빠른 검은색 릴리엇 말,재빠른 검은색 릴리엇 말,"<B>[사용 효과]</>
재빠른 검은색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier4,Uncommon,1,0,1,1,Unbound,,1,644010030,FALSE,0,,,FALSE,FALSE,,0,999
44010031,44010031,Dev,재빠른 흰색 릴리엇 말,재빠른 흰색 릴리엇 말,"<B>[사용 효과]</>
재빠른 흰색 릴리엇 말을 등록합니다.
등록된 소환수는 바로 선택되며, 사용할 수 있습니다.",Consume,0,Tier4,Uncommon,1,0,1,1,Unbound,,1,644010031,FALSE,0,,,FALSE,FALSE,,0,999
44020001,44020001,Dev,5T 펫 상자,2T 펫 상자,2T 펫을 획득할 수 있는 상자입니다.,Consume,0,Tier2,Common,999,0,1,1,Unbound,,1,844020001,FALSE,0,,,FALSE,FALSE,,0,999
44020002,44020002,Dev,안탈론,안탈론,"<B>[사용 효과]</>
안탈론을 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844020002,FALSE,0,,,FALSE,FALSE,,0,999
44020003,44020003,Dev,축복의 다그란,축복의 다그란,"<B>[사용 효과]</>
축복의 다그란을 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844020003,FALSE,0,,,FALSE,FALSE,,0,999
44020004,44020004,Dev,마정령 엘룬드,마정령 엘룬드,"<B>[사용 효과]</>
마정령 엘룬드를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844020004,FALSE,0,,,FALSE,FALSE,,0,999
44020005,44020005,Dev,사도 아로마르,사도 아로마르,"<B>[사용 효과]</>
사도 아로마르를 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844020005,FALSE,0,,,FALSE,FALSE,,0,999
44020006,44020006,Dev,검은 잔재 칼루안,검은 잔재 칼루안,"<B>[사용 효과]</>
검은 잔재 칼루안을 등록합니다.
등록된 펫은 펫 목록에서 확인 가능합니다.",Consume,0,Tier2,Common,1,0,1,1,Unbound,,1,844020006,FALSE,0,,,FALSE,FALSE,,0,999
49010001,49010001,Dev,사슬탄,[임시]사슬탄,"[임시]<B>[상세 효과]</>
함포에 사용되는 포탄입니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010001,FALSE,0,,,FALSE,FALSE,,0,999
49010002,49010002,Dev,포도탄,[임시]포도탄,"[임시]<B>[상세 효과]</>
함포에 사용되는 포탄입니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010002,FALSE,0,,,FALSE,FALSE,,0,999
49010003,49010003,Dev,화염탄,[임시]화염탄,"[임시]<B>[상세 효과]</>
함포에 사용되는 포탄입니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010003,FALSE,0,,,FALSE,FALSE,,0,999
49010004,49010004,Dev,황금 주사위,찬드의 주사위,"행운의 힘이 가득 깃든 찬드의 주사위입니다.

<B>[사용 효과]</>
1분 동안 손재주 주사위의 최종값이 100 증가합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010004,FALSE,0,,,FALSE,FALSE,,0,999
49010005,49010005,Dev,행운의 주사위,행운의 주사위,"참라의 가호가 깃든 행운의 주사위입니다.

<B>[사용 효과]</>
1분 동안 손재주 주사위 최종값이 10 증가합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010005,FALSE,0,,,FALSE,FALSE,,0,999
49010006,49010006,Dev,기회의 주사위,기회의 주사위,"참라의 작은 가호가 깃든 기회의 주사위입니다.

<B>[사용 효과]</>
1분 동안 손재주 주사위 최댓값이 10 증가합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010006,FALSE,0,,,FALSE,FALSE,,0,999
49010007,49010007,Dev,파멸의 주사위,파멸의 주사위,"분노한 참라의 저주가 깃든 파멸의 주사위입니다.

<B>[사용 효과]</>
1분 동안 손재주 주사위 최댓값이 99 감소합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010007,FALSE,0,,,FALSE,FALSE,,0,999
49010008,49010008,Dev,불운의 주사위,불운의 주사위,"참라의 저주가 깃든 불운의 주사위입니다.

<B>[사용 효과]</>
1분 동안 손재주 주사위 최댓값이 50 감소합니다.",Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949010008,FALSE,0,,,FALSE,FALSE,,0,999
49990001,49990001,Dev,테스트_스킬_소모품_얼음 화살,[임시]테스트_스킬_소모품_얼음 화살,[임시]방향 지정 스킬 적용 소모 아이템,Consume,0,Tier1,Common,999,0,1,1,Unbound,,1,949990001,FALSE,0,,,FALSE,FALSE,,0,999
49990002,49990002,Dev,테스트_스킬_소모품_방울방울,[임시]테스트_스킬_소모품_방울방울,[임시]대상 지정 스킬 적용 소모 아이템,Consume,0,Tier2,Common,999,0,1,1,Unbound,,1,849990002,FALSE,0,,,FALSE,FALSE,,0,999
49990003,49990003,Dev,테스트_스킬_소모품_심판의 낙뢰,[임시]테스트_스킬_소모품_심판의 낙뢰,[임시]좌표 지정 스킬 적용 소모 아이템,Consume,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,749990003,FALSE,0,,,FALSE,FALSE,,0,999
50110001,50110001,Dev,하급 아키움 가루,하급 아키움 가루,1~2티어 아이템을 분해하면 얻을 수 있는 하급 숫돌입니다.,Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,950110001,FALSE,0,,,FALSE,FALSE,,0,999
50130001,50130001,Dev,중급 아키움 가루,중급 아키움 가루,3~5티어 아이템을 분해하면 얻을 수 있는 중급 숫돌입니다.,Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,750130001,FALSE,0,,,FALSE,FALSE,,0,999
50160001,50160001,Dev,상급 아키움 가루,상급 아키움 가루,6~7티어 아이템을 분해하면 얻을 수 있는 상급 숫돌입니다.,Etc,0,Tier6,Rare,999,0,1,1,Unbound,,1,450160001,FALSE,0,,,FALSE,FALSE,,0,999
51010001,51010001,Dev,1T 광석,구리 광석,"구리 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010001,FALSE,0,,,FALSE,FALSE,,0,999
51010002,51010002,Dev,1T 섬유,목화 섬유,"목화에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010002,FALSE,0,,,FALSE,FALSE,,0,999
51010003,51010003,Dev,1T 통나무,참나무 통나무,"참나무를 베어 얻은 통나무입니다.
가공해서 목재로 만들 수 있습니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010003,FALSE,0,,,FALSE,FALSE,,0,999
51010004,51010004,Dev,1T 가죽,토끼 통가죽,"토끼를 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010004,FALSE,0,,,FALSE,FALSE,,0,999
51010005,51010005,Dev,1~2T 허브_섬유 부산물,평범한 허브,"목화나 아마꽃에서 얻을 수 있는 평범한 허브입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010005,FALSE,0,,,FALSE,FALSE,,0,999
51010006,51010006,Dev,1~2T 열매_나무 부산물,평범한 열매,"참나무나 단풍나무에서 얻을 수 있는 평범한 열매입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010006,FALSE,0,,,FALSE,FALSE,,0,999
51010007,51010007,Dev,1~2T 고기_무두질 부산물,평범한 고기,"토끼나 사슴에게서 얻을 수 있는 평범한 고기입니다.
요리 재료로 사용됩니다.  ",Etc,0,Tier1,Common,999,0,1,1,Unbound,,1,951010007,FALSE,0,,,FALSE,FALSE,,0,999
51020001,51020001,Dev,2T 광석,주석 광석,"주석 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier2,Common,999,0,1,1,Unbound,,1,851020001,FALSE,0,,,FALSE,FALSE,,0,999
51020002,51020002,Dev,2T 섬유,아마꽃 섬유,"아마꽃에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier2,Common,999,0,1,1,Unbound,,1,851020002,FALSE,0,,,FALSE,FALSE,,0,999
51020003,51020003,Dev,2T 통나무,단풍나무 통나무,"단풍나무를 베어 얻은 통나무입니다.
가공해서 목재로 만들 수 있습니다.",Etc,0,Tier2,Common,999,0,1,1,Unbound,,1,851020003,FALSE,0,,,FALSE,FALSE,,0,999
51020004,51020004,Dev,2T 가죽,사슴 통가죽,"사슴을 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier2,Common,999,0,1,1,Unbound,,1,851020004,FALSE,0,,,FALSE,FALSE,,0,999
51030001,51030001,Dev,3T 광석,자수정 광석,"자수정 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030001,FALSE,0,,,FALSE,FALSE,,0,999
51030002,51030002,Dev,3T 섬유,모시풀 섬유,"모시풀에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030002,FALSE,0,,,FALSE,FALSE,,0,999
51030003,51030003,Dev,3T 통나무,은행나무 통나무,"은행나무를 베어 얻은 통나무입니다.
가공해서 목재로 만들 수 있습니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030003,FALSE,0,,,FALSE,FALSE,,0,999
51030004,51030004,Dev,3T 가죽,여우 통가죽,"여우를 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030004,FALSE,0,,,FALSE,FALSE,,0,999
51030005,51030005,Dev,3~4T 허브_섬유 부산물,향긋한 허브,"모시풀이나 별빛초에서 얻을 수 있는 향긋한 허브입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030005,FALSE,0,,,FALSE,FALSE,,0,999
51030006,51030006,Dev,3~4T 열매_나무 부산물,신선한 열매,"은행나무나 자작나무에서 얻을 수 있는 신선한 열매입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030006,FALSE,0,,,FALSE,FALSE,,0,999
51030007,51030007,Dev,3~4T 고기_무두질 부산물,신선한 고기,"여우나 멧돼지에게서 얻을 수 있는 신선한 고기입니다.
요리 재료로 사용됩니다.  ",Etc,0,Tier3,Uncommon,999,0,1,1,Unbound,,1,751030007,FALSE,0,,,FALSE,FALSE,,0,999
51040001,51040001,Dev,4T 광석,자수정 광석,"자수정 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier4,Uncommon,999,0,1,1,Unbound,,1,651040001,FALSE,0,,,FALSE,FALSE,,0,999
51040002,51040002,Dev,4T 섬유,별빛초 섬유,"별빛초에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier4,Uncommon,999,0,1,1,Unbound,,1,651040002,FALSE,0,,,FALSE,FALSE,,0,999
51040003,51040003,Dev,4T 통나무,자작나무 통나무,"자작나무를 베어 얻은 통나무입니다.
무기 제작에 사용됩니다.",Etc,0,Tier4,Uncommon,999,0,1,1,Unbound,,1,651040003,FALSE,0,,,FALSE,FALSE,,0,999
51040004,51040004,Dev,4T 가죽,멧돼지 통가죽,"멧돼지를 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier4,Uncommon,999,0,1,1,Unbound,,1,651040004,FALSE,0,,,FALSE,FALSE,,0,999
51050001,51050001,Dev,5T 광석,청수정 광석,"청수정 광맥에서 얻은 광석입니다.
무기 제작에 사용됩니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050001,FALSE,0,,,FALSE,FALSE,,0,999
51050002,51050002,Dev,5T 섬유,달빛초 섬유,"달빛초에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050002,FALSE,0,,,FALSE,FALSE,,0,999
51050003,51050003,Dev,5T 통나무,호두나무 통나무,"호두나무를 베어 얻은 통나무입니다.
무기 제작에 사용됩니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050003,FALSE,0,,,FALSE,FALSE,,0,999
51050004,51050004,Dev,5T 가죽,늑대 통가죽,"늑대를 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050004,FALSE,0,,,FALSE,FALSE,,0,999
51050005,51050005,Dev,5~6T허브_섬유 부산물,농축된 허브,"달빛초나 햇빛초에서 얻을 수 있는 농축된 허브입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050005,FALSE,0,,,FALSE,FALSE,,0,999
51050006,51050006,Dev,5~6T열매_나무 부산물,달콤한 열매,"호두나무나 흑단나무에서 얻을 수 있는 달콤한 열매입니다.
요리나 연금술 재료로 사용됩니다.",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050006,FALSE,0,,,FALSE,FALSE,,0,999
51050007,51050007,Dev,5~6T고기_무두질 부산물,부드러운 고기,"늑대나 무스에게서 얻을 수 있는 부드러운 고기입니다.
요리 재료로 사용됩니다.  ",Etc,0,Tier5,Rare,999,0,1,1,Unbound,,1,551050007,FALSE,0,,,FALSE,FALSE,,0,999
51060001,51060001,Dev,6T 광석,황수정 광석,"황수정 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier6,Rare,999,0,1,1,Unbound,,1,451060001,FALSE,0,,,FALSE,FALSE,,0,999
51060002,51060002,Dev,6T 섬유,햇빛초 섬유,"햇빛초에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier6,Rare,999,0,1,1,Unbound,,1,451060002,FALSE,0,,,FALSE,FALSE,,0,999
51060003,51060003,Dev,6T 통나무,흑단나무 통나무,"흑단나무를 베어 얻은 통나무입니다.
가공해서 목재로 만들 수 있습니다.",Etc,0,Tier6,Rare,999,0,1,1,Unbound,,1,451060003,FALSE,0,,,FALSE,FALSE,,0,999
51060004,51060004,Dev,6T 가죽,무스 통가죽,"무스를 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier6,Rare,999,0,1,1,Unbound,,1,451060004,FALSE,0,,,FALSE,FALSE,,0,999
51070001,51070001,Dev,7T 광석,7T 광석,"7T 광맥에서 얻은 광석입니다.
가공해서 주괴로 만들 수 있습니다.",Etc,0,Tier7,Ancient,999,0,1,1,Unbound,,1,351070001,FALSE,0,,,FALSE,FALSE,,0,999
51070002,51070002,Dev,7T 섬유,7T 섬유,"7T에서 얻은 섬유입니다.
가공해서 천으로 만들 수 있습니다.",Etc,0,Tier7,Ancient,999,0,1,1,Unbound,,1,351070002,FALSE,0,,,FALSE,FALSE,,0,999
51070003,51070003,Dev,7T 통나무,7T 통나무,"7T나무를 베어 얻은 통나무입니다.
가공해서 목재로 만들 수 있습니다.",Etc,0,Tier7,Ancient,999,0,1,1,Unbound,,1,351070003,FALSE,0,,,FALSE,FALSE,,0,999
51070004,51070004,Dev,7T 가죽,곰 통가죽,"곰을 무두질하여 얻은 통가죽입니다.
가공해서 피혁으로 만들 수 있습니다.",Etc,0,Tier7,Ancient,999,0,1,1,Unbound,,1,351070004,FALSE,0,,,FALSE,FALSE,,0,999
